sample_id,model,model_output_ingredients,ground_truth_ingredients,ingredients_accuracy_0_100
upload_1750262216722_694c7c7e-8827-45c3-af60-5558775251dd,gpt-5-mini,"[{""name"": ""lettuce (iceberg/romaine)"", ""impact"": ""green""}, {""name"": ""mixed seeds (sunflower, flax, sesame)"", ""impact"": ""green""}, {""name"": ""chopped nuts (almonds or similar)"", ""impact"": ""green""}, {""name"": ""olive oil-based dressing"", ""impact"": ""yellow""}, {""name"": ""salt and pepper"", ""impact"": ""yellow""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""sunflower seeds"", ""impact"": ""green""}, {""name"": ""light salad dressing"", ""impact"": ""yellow""}, {""name"": ""seasonings (pepper, herbs)"", ""impact"": ""green""}]",0.00
upload_1750263222856_8d684828-73ea-4ad9-9259-39c31e29f465,gpt-5-mini,"[{""name"": ""whole grain bread (1 slice)"", ""impact"": ""green""}, {""name"": ""fresh mozzarella (about 60g)"", ""impact"": ""yellow""}, {""name"": ""soft goat cheese (about 30g)"", ""impact"": ""yellow""}, {""name"": ""semi-hard peppered cheese (about 20g)"", ""impact"": ""red""}, {""name"": ""prosciutto / cured ham (about 30g)"", ""impact"": ""red""}, {""name"": ""cooked ham / deli meat (about 20g)"", ""impact"": ""red""}]","[{""name"": ""whole grain bread slice"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese ball"", ""impact"": ""green""}, {""name"": ""ricotta cheese"", ""impact"": ""green""}, {""name"": ""semi-hard cheese (possibly peppered)"", ""impact"": ""green""}, {""name"": ""cured ham (prosciutto, mortadella or similar)"", ""impact"": ""yellow""}]",0.00
upload_1750386301376_71400aa0-7658-40cd-9027-9a62f8489da7,gpt-5-mini,"[{""name"": ""pizza crust (refined dough)"", ""impact"": ""yellow""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""mozzarella cheese"", ""impact"": ""red""}, {""name"": ""grated hard cheese (parmesan)"", ""impact"": ""red""}, {""name"": ""crumbled sausage / ground meat"", ""impact"": ""red""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""red onion"", ""impact"": ""green""}, {""name"": ""leafy greens (spinach/arugula)"", ""impact"": ""green""}, {""name"": ""olive oil (likely used)"", ""impact"": ""yellow""}]","[{""name"": ""pizza dough (refined flour)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""red onions"", ""impact"": ""green""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""leafy greens (spinach or similar)"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}]",14.29
upload_1750389951709_09f3f23e-5f56-4581-866f-37234067ea72,gpt-5-mini,"[{""name"": ""distilled spirit (e.g., pisco/whiskey/gin)"", ""impact"": ""red""}, {""name"": ""simple syrup (sugar)"", ""impact"": ""red""}, {""name"": ""fresh egg white"", ""impact"": ""yellow""}, {""name"": ""fresh citrus juice (lime or lemon)"", ""impact"": ""green""}, {""name"": ""edible flower (garnish)"", ""impact"": ""green""}, {""name"": ""ice"", ""impact"": ""green""}]","[{""name"": ""egg white"", ""impact"": ""green""}, {""name"": ""simple syrup (sugar)"", ""impact"": ""red""}, {""name"": ""lemon or lime juice"", ""impact"": ""yellow""}, {""name"": ""alcohol (gin, vodka, etc.)"", ""impact"": ""red""}, {""name"": ""edible flower"", ""impact"": ""green""}]",20.00
upload_1750709492155_4ebddef6-d4df-46cd-9649-4a335bdbef6b,gpt-5-mini,"[{""name"": ""orange (segments)"", ""impact"": ""green""}]","[{""name"": ""orange"", ""impact"": ""yellow""}]",0.00
upload_1750709512018_7cb970d1-5843-42fe-9f82-10279f27a01a,gpt-5-mini,"[{""name"": ""carrot"", ""impact"": ""green""}]","[{""name"": ""carrot"", ""impact"": ""green""}]",100.00
upload_1752265287016_4c47aab8-77a8-42e6-a937-2a4b5be3c7d8,gpt-5-mini,"[{""name"": ""white burger bun"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""red""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""french fries"", ""impact"": ""red""}]","[{""name"": ""burger bun"", ""impact"": ""red""}, {""name"": ""hamburger patty"", ""impact"": ""yellow""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""french fries"", ""impact"": ""red""}]",60.00
upload_1752265511713_bc7c0828-8da5-4880-bd18-4f7ad8a3b18d,gpt-5-mini,"[{""name"": ""grilled pork/beef"", ""impact"": ""red""}, {""name"": ""french fries"", ""impact"": ""red""}, {""name"": ""white rice"", ""impact"": ""yellow""}, {""name"": ""lemon wedge"", ""impact"": ""green""}, {""name"": ""cooking oil/butter"", ""impact"": ""red""}, {""name"": ""salt/seasoning"", ""impact"": ""yellow""}]","[{""name"": ""grilled ribs"", ""impact"": ""yellow""}, {""name"": ""french fries"", ""impact"": ""red""}, {""name"": ""white rice"", ""impact"": ""red""}, {""name"": ""lemon"", ""impact"": ""green""}, {""name"": ""oil (for fries)"", ""impact"": ""red""}, {""name"": ""seasonings"", ""impact"": ""green""}]",16.67
upload_1752265789773_34d75fc4-0e04-488f-b3f3-d88ffb030604,gpt-5-mini,"[{""name"": ""water"", ""impact"": ""green""}]","[{""name"": ""water"", ""impact"": ""green""}]",100.00
upload_1752265818634_e1c146f8-2cbf-4033-ac9f-9b4869fd1d4f,gpt-5-mini,"[{""name"": ""wheat flour (contains gluten)"", ""impact"": ""red""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""yellow""}, {""name"": ""sourdough starter or yeast"", ""impact"": ""green""}, {""name"": ""whole grains or seeds (if present)"", ""impact"": ""green""}]","[{""name"": ""whole grain flour"", ""impact"": ""yellow""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""yeast"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""green""}, {""name"": ""seeds (optional)"", ""impact"": ""green""}]",20.00
upload_1752265866541_68a737f3-abd3-461c-9b6b-85cb1dfc31c7,gpt-5-mini,"[{""name"": ""mandarin (clementine/tangerine)"", ""impact"": ""green""}]","[{""name"": ""mandarin"", ""impact"": ""yellow""}]",0.00
upload_1752265899911_dcb7943d-bbe6-4f7c-9c86-2b162eb3f61d,gpt-5-mini,"[{""name"": ""pizza crust (refined)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""ham (processed)"", ""impact"": ""red""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""black olive"", ""impact"": ""green""}]","[{""name"": ""pizza crust"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""ham"", ""impact"": ""yellow""}, {""name"": ""mushrooms"", ""impact"": ""green""}, {""name"": ""olive"", ""impact"": ""green""}, {""name"": ""bell pepper"", ""impact"": ""green""}]",42.86
upload_1753052864483_2e9f35f0-e28e-4cb0-9e0e-161c00ce4e6d,gpt-5-mini,"[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""bread croutons"", ""impact"": ""yellow""}, {""name"": ""diced cheese"", ""impact"": ""yellow""}, {""name"": ""salad dressing"", ""impact"": ""red""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""creamy dressing"", ""impact"": ""yellow""}]",60.00
upload_1753053053316_3dad93e8-c0b5-4fb7-8155-80469e473fe9,gpt-5-mini,"[{""name"": ""white bread"", ""impact"": ""red""}, {""name"": ""butter"", ""impact"": ""red""}]","[{""name"": ""white bread"", ""impact"": ""red""}, {""name"": ""butter"", ""impact"": ""yellow""}]",50.00
upload_1753053088887_e0087c65-7b21-4e50-9878-19401e3fbe93,gpt-5-mini,"[{""name"": ""eggs (2)"", ""impact"": ""green""}, {""name"": ""tomato (sliced)"", ""impact"": ""green""}, {""name"": ""cooking oil or butter (used for frying)"", ""impact"": ""yellow""}, {""name"": ""grated cheese or salt (sprinkle)"", ""impact"": ""yellow""}]","[{""name"": ""eggs (2)"", ""impact"": ""green""}, {""name"": ""tomatoes (1 medium)"", ""impact"": ""green""}, {""name"": ""grated cheese or nutritional yeast (small sprinkle)"", ""impact"": ""yellow""}]",33.33
upload_1753053107804_3f319949-c893-46d1-b54e-378b675e43f8,gpt-5-mini,"[{""name"": ""whole grain bread"", ""impact"": ""green""}, {""name"": ""mixed seeds (e.g., flax, sunflower)"", ""impact"": ""green""}, {""name"": ""yeast, water, salt"", ""impact"": ""green""}]","[{""name"": ""whole wheat flour"", ""impact"": ""yellow""}, {""name"": ""water"", ""impact"": ""green""}, {""name"": ""yeast"", ""impact"": ""green""}, {""name"": ""salt"", ""impact"": ""green""}, {""name"": ""grains/seeds (varies)"", ""impact"": ""green""}]",0.00
upload_1753053145042_b9a83e6d-33f1-46f0-a73f-cd7f73e5c3c0,gpt-5-mini,"[{""name"": ""water"", ""impact"": ""green""}, {""name"": ""ice"", ""impact"": ""green""}]","[{""name"": ""water"", ""impact"": ""green""}, {""name"": ""ice"", ""impact"": ""green""}]",100.00
upload_1753053184717_40b4257a-d26b-4f61-a684-e939291e0d99,gpt-5-mini,"[{""name"": ""red apple (raw, whole)"", ""impact"": ""green""}]","[{""name"": ""apple"", ""impact"": ""yellow""}]",0.00
upload_1753053217022_73c60e40-9950-4c69-8625-9eb92923f379,gpt-5-mini,"[{""name"": ""grapes"", ""impact"": ""green""}]","[{""name"": ""grapes"", ""impact"": ""yellow""}]",0.00
upload_1753053277090_02101e96-ba76-4f39-8980-65db616ad82f,gpt-5-mini,"[{""name"": ""apple"", ""impact"": ""green""}, {""name"": ""banana"", ""impact"": ""green""}, {""name"": ""nectarine/peach"", ""impact"": ""green""}]","[{""name"": ""apple"", ""impact"": ""yellow""}, {""name"": ""banana"", ""impact"": ""yellow""}, {""name"": ""pear"", ""impact"": ""yellow""}]",0.00
upload_1753053311667_d3574386-8d95-4b91-b5c6-0ee2fecb639a,gpt-5-mini,"[{""name"": ""pizza crust (refined wheat)"", ""impact"": ""yellow""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""mozzarella cheese"", ""impact"": ""red""}, {""name"": ""cherry tomatoes"", ""impact"": ""green""}, {""name"": ""mixed vegetables (peppers/onion)"", ""impact"": ""green""}, {""name"": ""dried herbs (oregano/basil)"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""salt"", ""impact"": ""red""}]","[{""name"": ""pizza crust (white flour)"", ""impact"": ""red""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""bell peppers"", ""impact"": ""green""}, {""name"": ""black olives"", ""impact"": ""yellow""}, {""name"": ""herbs"", ""impact"": ""green""}]",0.00
upload_1753053337006_b38485b7-124a-401e-bf24-65359c9e90d0,gpt-5-mini,"[{""name"": ""boiled potatoes"", ""impact"": ""yellow""}]","[{""name"": ""potato"", ""impact"": ""yellow""}]",0.00
upload_1753053995329_8844fe76-9209-488e-adf3-7a13fe0c6f81,gpt-5-mini,"[{""name"": ""scrambled eggs"", ""impact"": ""green""}, {""name"": ""sliced zucchini (sautéed)"", ""impact"": ""green""}, {""name"": ""seasoned cooked chicken"", ""impact"": ""yellow""}, {""name"": ""cooking oil"", ""impact"": ""yellow""}, {""name"": ""salt and spices"", ""impact"": ""red""}]","[{""name"": ""chicken breast"", ""impact"": ""green""}, {""name"": ""zucchini"", ""impact"": ""green""}, {""name"": ""eggs"", ""impact"": ""green""}, {""name"": ""olive oil (possible for cooking)"", ""impact"": ""green""}, {""name"": ""spices/seasoning"", ""impact"": ""green""}]",0.00
upload_1753054028270_f5833fb2-5b4f-45b5-9da8-a2cd7b10c97d,gpt-5-mini,"[{""name"": ""flatbread dough (refined wheat flour)"", ""impact"": ""red""}, {""name"": ""minced meat (beef or lamb)"", ""impact"": ""red""}, {""name"": ""melted cheese"", ""impact"": ""red""}, {""name"": ""tomato paste / sauce"", ""impact"": ""green""}, {""name"": ""onion"", ""impact"": ""green""}, {""name"": ""garlic"", ""impact"": ""green""}, {""name"": ""fresh herbs (parsley)"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""salt"", ""impact"": ""yellow""}, {""name"": ""spices (paprika, pepper, cumin)"", ""impact"": ""green""}]","[{""name"": ""flatbread/pizza dough"", ""impact"": ""red""}, {""name"": ""ground meat (beef or lamb)"", ""impact"": ""green""}, {""name"": ""onions"", ""impact"": ""green""}, {""name"": ""tomatoes"", ""impact"": ""green""}, {""name"": ""parsley"", ""impact"": ""green""}, {""name"": ""olive oil"", ""impact"": ""yellow""}, {""name"": ""spices (paprika, black pepper, etc.)"", ""impact"": ""green""}]",14.29
upload_1753054127030_3f2421d7-8517-4a68-a37e-f2c3fae607db,gpt-5-mini,"[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""shredded carrots"", ""impact"": ""green""}, {""name"": ""spiralized cucumber"", ""impact"": ""green""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}, {""name"": ""sesame seeds (or similar seeds)"", ""impact"": ""yellow""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""shredded carrots"", ""impact"": ""yellow""}, {""name"": ""shredded cabbage"", ""impact"": ""green""}, {""name"": ""vinaigrette dressing"", ""impact"": ""yellow""}]",50.00
upload_1753054171499_5bc0643b-9294-4412-b80f-3b9c75b2e29b,gpt-5-mini,"[{""name"": ""mixed salad greens"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""creamy dressing (small amount)"", ""impact"": ""yellow""}]","[{""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""spinach"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""light vinaigrette (optional)"", ""impact"": ""yellow""}]",25.00
upload_1753068426109_e9f92f5b-5160-494e-9ff7-32be49b9dca2,gpt-5-mini,"[{""name"": ""shredded chicken"", ""impact"": ""green""}, {""name"": ""spinach (cooked)"", ""impact"": ""green""}, {""name"": ""mixed cooked vegetables (carrots, broccoli, peas)"", ""impact"": ""green""}, {""name"": ""peas"", ""impact"": ""green""}, {""name"": ""sweet corn"", ""impact"": ""yellow""}, {""name"": ""diced potatoes"", ""impact"": ""yellow""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""feta cheese"", ""impact"": ""yellow""}, {""name"": ""shredded cheese"", ""impact"": ""yellow""}, {""name"": ""beets"", ""impact"": ""green""}]","[{""name"": ""sweetcorn"", ""impact"": ""yellow""}, {""name"": ""cooked root vegetables (carrots, peas, potatoes)"", ""impact"": ""yellow""}, {""name"": ""steamed greens (spinach/broccoli)"", ""impact"": ""green""}, {""name"": ""pasta"", ""impact"": ""yellow""}, {""name"": ""shredded chicken or turkey"", ""impact"": ""green""}, {""name"": ""cucumber and tomato salad (possibly with feta cheese)"", ""impact"": ""green""}, {""name"": ""beetroot"", ""impact"": ""yellow""}]",0.00
upload_1753199632104_3a898757-6efe-49de-ab61-6195be57723c,gpt-5-mini,"[{""name"": ""carrot"", ""impact"": ""green""}]","[{""name"": ""carrot"", ""impact"": ""green""}]",100.00
upload_1753199710361_657a23e2-1ed3-4b67-86cb-e5b5b76d0cc5,gpt-5-mini,"[{""name"": ""miso paste"", ""impact"": ""yellow""}, {""name"": ""dashi/broth"", ""impact"": ""yellow""}, {""name"": ""tofu"", ""impact"": ""green""}, {""name"": ""seaweed (wakame)"", ""impact"": ""green""}, {""name"": ""green onions (scallions)"", ""impact"": ""green""}, {""name"": ""salt/sodium"", ""impact"": ""yellow""}]","[{""name"": ""miso paste"", ""impact"": ""green""}, {""name"": ""seaweed"", ""impact"": ""green""}, {""name"": ""green onion"", ""impact"": ""green""}, {""name"": ""tofu (sometimes included)"", ""impact"": ""green""}, {""name"": ""dashi broth"", ""impact"": ""green""}]",0.00
upload_1753200023630_697c8163-ee91-4c75-85b8-ad4a947e9e74,gpt-5-mini,"[{""name"": ""pizza crust (refined wheat)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""yellow""}, {""name"": ""mozzarella cheese"", ""impact"": ""yellow""}, {""name"": ""ham (processed meat)"", ""impact"": ""red""}, {""name"": ""black olives"", ""impact"": ""green""}, {""name"": ""olive oil / seasonings"", ""impact"": ""yellow""}]","[{""name"": ""pizza dough (refined flour)"", ""impact"": ""red""}, {""name"": ""tomato sauce"", ""impact"": ""green""}, {""name"": ""cheese"", ""impact"": ""yellow""}, {""name"": ""ham"", ""impact"": ""yellow""}, {""name"": ""olives"", ""impact"": ""yellow""}, {""name"": ""herbs"", ""impact"": ""green""}]",0.00
upload_1753200276846_5e3f6aab-de91-48e1-849a-eebc0300e207,gpt-5-mini,"[{""name"": ""romaine lettuce / mixed greens"", ""impact"": ""green""}, {""name"": ""cucumber"", ""impact"": ""green""}, {""name"": ""grilled chicken breast"", ""impact"": ""green""}, {""name"": ""cheese cubes (feta or similar)"", ""impact"": ""yellow""}, {""name"": ""creamy dressing (ranch/caesar-style)"", ""impact"": ""red""}, {""name"": ""tortilla chips / crunchy crisps"", ""impact"": ""yellow""}, {""name"": ""broccoli / additional greens"", ""impact"": ""green""}]","[{""name"": ""grilled chicken breast"", ""impact"": ""green""}, {""name"": ""romaine lettuce"", ""impact"": ""green""}, {""name"": ""cucumbers"", ""impact"": ""green""}, {""name"": ""feta cheese"", ""impact"": ""yellow""}, {""name"": ""creamy salad dressing"", ""impact"": ""yellow""}]",20.00
upload_1753203870259_fa36a429-304f-4b3c-b6e0-3519beaece88,gpt-5-mini,"[{""name"": ""green grapes"", ""impact"": ""green""}, {""name"": ""fresh fig"", ""impact"": ""green""}]","[{""name"": ""green grapes"", ""impact"": ""yellow""}, {""name"": ""fig"", ""impact"": ""yellow""}]",0.00
upload_1753210424880_8af29a21-30dc-4b8a-b26b-24215e050a3f,gpt-5-mini,"[{""name"": ""sesame seed bun"", ""impact"": ""yellow""}, {""name"": ""beef patty"", ""impact"": ""red""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""condiment/sauce"", ""impact"": ""yellow""}, {""name"": ""sesame seeds"", ""impact"": ""green""}]","[{""name"": ""sesame seed hamburger bun"", ""impact"": ""red""}, {""name"": ""beef patty"", ""impact"": ""green""}, {""name"": ""lettuce"", ""impact"": ""green""}, {""name"": ""tomato"", ""impact"": ""green""}, {""name"": ""jalapeno"", ""impact"": ""green""}, {""name"": ""condiments (possible ketchup/mustard)"", ""impact"": ""yellow""}]",33.33
upload_1753211834887_fce7ded2-46f9-47f1-ad3e-667e7d7a06c3,gpt-5-mini,"[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""yellow""}, {""name"": ""olive oil (cooking)"", ""impact"": ""green""}, {""name"": ""black pepper"", ""impact"": ""green""}]","[{""name"": ""white fish fillet (baked)"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}, {""name"": ""olive oil (if used for baking)"", ""impact"": ""green""}, {""name"": ""seasonings (salt, pepper)"", ""impact"": ""green""}]",0.00
upload_1753211882695_715dc254-cac3-4122-a437-3f9d756e85b7,gpt-5-mini,"[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut (fermented cabbage)"", ""impact"": ""yellow""}, {""name"": ""light cooking oil or butter (used in preparation)"", ""impact"": ""yellow""}]","[{""name"": ""white fish fillet"", ""impact"": ""green""}, {""name"": ""sauerkraut"", ""impact"": ""green""}]",50.00
upload_1753212036729_b69c6c19-248c-45b9-be7e-5e50eda48a04,gpt-5-mini,"[{""name"": ""rolled oats"", ""impact"": ""green""}, {""name"": ""mixed nuts (e.g., almonds)"", ""impact"": ""yellow""}, {""name"": ""seeds (e.g., flax, chia)"", ""impact"": ""green""}, {""name"": ""milk"", ""impact"": ""yellow""}, {""name"": ""possible added sugars or dried fruit"", ""impact"": ""red""}]","[{""name"": ""oats"", ""impact"": ""yellow""}, {""name"": ""milk or water"", ""impact"": ""green""}, {""name"": ""nuts (almonds, walnuts)"", ""impact"": ""green""}, {""name"": ""seeds (chia, flaxseed)"", ""impact"": ""green""}, {""name"": ""sweetener (if any)"", ""impact"": ""red""}]",0.00
